"","marca","modelo","pvp","cilindro","cc","potencia","rpm","peso","plazas","cons90","cons120","consurb","velocida","acel2"
"107","14","Vitara Wagon Xaloc t",-0.806257535582588,"4",-1.41693200749131,-0.587701959909476,1.29757954588499,-1.45334881027971,"4",-0.79687655656305,-0.777748226956139,-0.64164349489858,-0.142061948308774,"2"
"108","14","Vitara Wagon Calox t",-0.709549479112386,"4",-1.41693200749131,-0.587701959909476,1.29757954588499,-1.45334881027971,"5",-0.79687655656305,-0.777748226956139,-0.64164349489858,-0.142061948308774,"2"
"109","14","Vitara Wagon V6",-0.342894868002041,"6",-0.826914841965891,0.50359244028475,2.55449102265493,-1.10638238861377,"5",-0.452397480721367,-0.689170459775129,0.135814916703066,0.580286941396851,"2"
"110","14","Vitara Wagon V6 supe",-0.193239924691696,"6",-0.826914841965891,0.50359244028475,2.55449102265493,-1.10638238861377,"5",-0.452397480721367,-0.689170459775129,0.135814916703066,0.580286941396851,"2"
"111","14","Vitara Diesel Techo",-0.858430345129746,"4",-0.961404048813598,-1.30635924784226,-0.0989887616371708,-1.2059466661353,"4",-1.48583470824642,-1.66352589876624,-1.56045798133689,-0.62362787477919,"2"
"112","14","Vitara Diesel Techo",-0.790827594875763,"4",-0.961404048813598,-1.30635924784226,-0.0989887616371708,-1.2059466661353,"4",-1.48583470824642,-1.66352589876624,-1.56045798133689,-0.62362787477919,"2"
"113","14","Vitara Diesel Hard T",-0.758316348570412,"4",-0.961404048813598,-1.30635924784226,-0.0989887616371708,-1.2059466661353,"4",-1.48583470824642,-1.66352589876624,-1.56045798133689,-0.62362787477919,"2"
"114","15","TelcoLine pick-up",-1.18952900591567,"4",-0.89922086715283,-1.30635924784226,-0.238645592389387,-0.186167096369345,"2",-0.383501665553029,-1.39779259722321,-0.818338588444408,-0.924606578823201,"2"
"115","15","TelcoSport",-0.995576199385461,"4",-0.89922086715283,-1.30635924784226,-0.238645592389387,-0.186167096369345,"5",-0.383501665553029,-1.39779259722321,-0.818338588444408,-0.924606578823201,"2"
"116","16","Rav4",-0.436556156247056,"4",-0.826914841965891,0.317273884154029,1.29757954588499,-1.58911827962725,"4",-1.21025144757307,-1.08777041208967,-0.747660551026076,1.18224434948487,"2"
"117","16","Rav4 5p",-0.288508713448476,"4",-0.826914841965891,0.317273884154029,1.29757954588499,-1.37792132730885,"5",-1.21025144757307,-1.08777041208967,-0.747660551026076,1.18224434948487,"2"
"118","16","4 Runner V6",0.13131210640169,"6",0.562806962127072,0.689910996415472,-0.0989887616371708,0.522851243556691,"5",1.26999789848705,1.48098483615961,1.26666351539637,0.881265645440862,"2"
"119","16","4 Runner 3.0 TD",0.239168424045456,"4",0.596067733713064,0.210806137793616,-1.49555706915933,0.688791706092572,"5",0.167664855793664,0.639496047940019,-0.252914289097757,0.821069904632059,"2"
"120","16","4 Runner 3.0 TD VX",0.407315041782144,"4",0.596067733713064,0.210806137793616,-1.49555706915933,0.688791706092572,"5",0.167664855793664,0.639496047940019,-0.252914289097757,0.881265645440862,"2"
"121","16","Land Cruiser HDJ80 V",2.18823466975168,"6",2.3053821691323,1.40856828434825,-1.49555706915933,1.94088792340876,"8",0.167664855793664,0.595207164349514,-0.535626438771082,1.18224434948487,"2"
"122","17","Marathon Base",-1.17205498510384,"4",-0.103854590096504,-1.09342375512143,-0.238645592389387,-0.2615945793402,"7",-0.211262127632187,0.183320546957818,-0.252914289097757,-1.82754269095523,"2"
"123","17","Marathon LX",-1.08670470672783,"4",-0.103854590096504,-1.09342375512143,-0.238645592389387,-0.2615945793402,"7",-0.211262127632187,0.183320546957818,-0.252914289097757,-1.82754269095523,"2"
"124","17","Marathon Base Hard T",-1.06884467937256,"4",-0.103854590096504,-1.09342375512143,-0.238645592389387,-0.2615945793402,"7",-0.211262127632187,0.183320546957818,-0.252914289097757,-1.82754269095523,"2"
"125","17","Marathon LX Hard Top",-0.983494400996558,"4",-0.103854590096504,-1.09342375512143,-0.238645592389387,-0.2615945793402,"7",-0.211262127632187,0.183320546957818,-0.252914289097757,-1.82754269095523,"2"
